key,title,authors,year,journal,publisher,citations,url,tool
o2015aquaria,Aquaria: simplifying discovery and insight from protein structures,"O'donoghue, Se{\'a}n I and Sabir, Kenneth S and Kalemanov, Maria and Stolte, Christian and Wellmann, Benjamin and Ho, Vivian and Roos, Manfred and Perdigao, Nelson and Buske, Fabian A and Heinrich, Julian and others",2015,Nature methods,Nature Publishing Group,25,https://www.nature.com/nmeth/journal/v12/n2/full/nmeth.3258.html,Aquaria
balo2017accessible,Accessible virtual reality of biomolecular structural models using the Autodesk Molecule Viewer,"Balo, Aidin R and Wang, Merry and Ernst, Oliver P",2017,Nature methods,Nature Publishing Group,3,https://www.nature.com/articles/nmeth.4506,Autodesk Molecule Viewer
stank2016prosat+,ProSAT+: visualizing sequence annotations on 3D structure,"Stank, Antonia and Richter, Stefan and Wade, Rebecca C",2016,"Protein Engineering, Design and Selection",Oxford University Press,2,https://academic.oup.com/peds/article-abstract/29/8/281/2223264,ProSAT
gabdoulline2006prosat2,ProSAT2—Protein structure annotation server,"Gabdoulline, Razif R and Ulbrich, S and Richter, Stefan and Wade, Rebecca C",2006,Nucleic acids research,Oxford University Press,15,https://academic.oup.com/nar/article-abstract/34/suppl_2/W79/2505613,ProSAT
gabdoulline2003prosat,ProSAT: functional annotation of protein 3D structures,"Gabdoulline, Razif R and Hoffmann, Ren{\'e} and Leitner, Florian and Wade, Rebecca C",2003,Bioinformatics,Oxford University Press,17,https://academic.oup.com/bioinformatics/article-abstract/19/13/1723/225028,ProSAT
bennett20033matrix,3MATRIX and 3MOTIF: a protein structure visualization system for conserved sequence motifs,"Bennett, Steven P and Lu, Lin and Brutlag, Douglas L",2003,Nucleic acids research,Oxford University Press,13,https://academic.oup.com/nar/article-abstract/31/13/3328/2904186,3MATRIX
shi2017web3dmol,Web3DMol: interactive protein structure visualization based on WebGL,"Shi, Maoxiang and Gao, Juntao and Zhang, Michael Q",2017,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/45/W1/W523/3804423,Web3DMol
fodor2004influence,Influence of conservation on calculations of amino acid covariance in multiple sequence alignments,"Fodor, Anthony A and Aldrich, Richard W",2004,"Proteins: Structure, Function, and Bioinformatics",Wiley Online Library,244,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.20098,McBASC
olmea1999effective,Effective use of sequence correlation and conservation in fold recognition,"Olmea, Osvaldo and Rost, Burkhard and Valencia, Alfonso",1999,Journal of molecular biology,Elsevier,191,https://www.sciencedirect.com/science/article/pii/S0022283699932084,McBASC
hoksza2018molart,MolArt: a molecular structure annotation and visualization tool,"Hoksza, David and Gawron, Piotr and Ostaszewski, Marek and Schneider, Reinhard",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty489/25132898/bty489.pdf,MolArt
lua2012pyknot,PyKnot: a PyMOL tool for the discovery and analysis of knots in proteins,"Lua, Rhonald C",2012,Bioinformatics,Oxford University Press,8,https://academic.oup.com/bioinformatics/article-abstract/28/15/2069/236235,PyMOL
inhester2017naomi,NAOMI nova: Interactive Geometric Analysis of Noncovalent Interactions in Macromolecular Structures,"Inhester, Therese and Nittinger, Eva and Sommer, Kai and Schmidt, Pascal and Bietz, Stefan and Rarey, Matthias",2017,Journal of chemical information and modeling,ACS Publications,2,https://pubs.acs.org/doi/abs/10.1021/acs.jcim.7b00291,NAOMInova
allouche2011gabedit,Gabedit—A graphical user interface for computational chemistry softwares,"Allouche, Abdul-Rahman",2011,Journal of computational chemistry,Wiley Online Library,902,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.21600,Gabedit
raush2009new,A new method for publishing three-dimensional content,"Raush, Eugene and Totrov, Max and Marsden, Brian D and Abagyan, Ruben",2009,PLoS One,Public Library of Science,35,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0007394,ActiveICM
mcnicholas2011presenting,Presenting your structures: the CCP4mg molecular-graphics software,"McNicholas, S and Potterton, E and Wilson, KS and Noble, MEM",2011,Acta Crystallographica Section D: Biological Crystallography,International Union of Crystallography,680,https://scripts.iucr.org/cgi-bin/paper?ba5165,CCP4mg
porebski2018molstack,"Molstack—Interactive visualization tool for presentation, interpretation, and validation of macromolecules and electron density maps","Porebski, Przemyslaw J and Sroka, Piotr and Zheng, Heping and Cooper, David R and Minor, Wladek",2018,Protein Science,Wiley Online Library,5,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.3272,Molstack
humphrey1996vmd,VMD: visual molecular dynamics,"Humphrey, William and Dalke, Andrew and Schulten, Klaus",1996,Journal of molecular graphics,Elsevier,25984,https://www.sciencedirect.com/science/article/pii/0263785596000185,VMD
reynolds2018ezmol,EzMol: a web server wizard for the rapid visualization and image production of protein and nucleic acid structures,"Reynolds, Christopher R and Islam, Suhail A and Sternberg, Michael JE",2018,Journal of molecular biology,Elsevier,4,https://www.sciencedirect.com/science/article/pii/S0022283618300391,EzMol
gibbons2015correcting,Correcting systematic bias and instrument measurement drift with mzRefinery,"Gibbons, Bryson C and Chambers, Matthew C and Monroe, Matthew E and Tabb, David L and Payne, Samuel H",2015,Bioinformatics,Oxford University Press,5,https://academic.oup.com/bioinformatics/article-abstract/31/23/3838/208192,ProteoWizard
chambers2012cross,A cross-platform toolkit for mass spectrometry and proteomics,"Chambers, Matthew C and Maclean, Brendan and Burke, Robert and Amodei, Dario and Ruderman, Daniel L and Neumann, Steffen and Gatto, Laurent and Fischer, Bernd and Pratt, Brian and Egertson, Jarrett and others",2012,Nature biotechnology,Nature Publishing Group,598,https://www.nature.com/nbt/journal/v30/n10/abs/nbt.2377.html,ProteoWizard
kessner2008proteowizard,ProteoWizard: open source software for rapid proteomics tools development,"Kessner, Darren and Chambers, Matt and Burke, Robert and Agus, David and Mallick, Parag",2008,Bioinformatics,Oxford University Press,814,https://academic.oup.com/bioinformatics/article-abstract/24/21/2534/190743,ProteoWizard
kolbowski2018xispec,"xiSPEC: web-based visualization, analysis and sharing of proteomics data","Kolbowski, Lars and Combe, Colin and Rappsilber, Juri",2018,Nucleic acids research,Oxford University Press,0,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gky353/4993787,xiSPEC
chang2018panda,PANDA-view: An easy-to-use tool for statistical analysis and visualization of quantitative proteomics data,"Chang, Cheng and Xu, Kaikun and Guo, Chaoping and Wang, Jinxia and Yan, Qi and Zhang, Jian and He, Fuchu and Zhu, Yunping",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty408/25028121/bty408.pdf,PANDA-view
gatto2014mass,Mass-spectrometry-based spatial proteomics data analysis using pRoloc and pRolocdata,"Gatto, Laurent and Breckels, Lisa M and Wieczorek, Samuel and Burger, Thomas and Lilley, Kathryn S",2014,Bioinformatics,Oxford University Press,34,https://academic.oup.com/bioinformatics/article-abstract/30/9/1322/236363,pRolocGUI
locard2018visioprot,VisioProt-MS: interactive 2D maps from intact protein mass spectrometry,"Locard-Paulet, Marie and Parra, Julien and Albigot, Renaud and Mouton-Barbosa, Emmanuelle and Bardi, Laurent and Burlet-Schiltz, Odile and Marcoux, Julien",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-abstract/doi/10.1093/bioinformatics/bty680/5067191,VisioProt-MS
panwar2015mi,MI-PVT: a tool for visualizing the chromosome-centric human proteome,"Panwar, Bharat and Menon, Rajasree and Eksi, Ridvan and Omenn, Gilbert S and Guan, Yuanfang",2015,Journal of proteome research,ACS Publications,4,https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.5b00525,MI-PVT
nolte2018instant,Instant Clue: a software suite for interactive data visualization and analysis,"Nolte, Hendrik and MacVicar, Thomas D and Tellkamp, Frederik and Kr{\""u}ger, Marcus",2018,Scientific reports,Nature Publishing Group,0,https://www.nature.com/articles/s41598-018-31154-6,Instant Clue
guner2014mash,MASH Suite: a user-friendly and versatile software interface for high-resolution mass spectrometry data interpretation and visualization,"Guner, Huseyin and Close, Patrick L and Cai, Wenxuan and Zhang, Han and Peng, Ying and Gregorich, Zachery R and Ge, Ying",2014,Journal of The American Society for Mass Spectrometry,Springer,50,https://link.springer.com/article/10.1007/s13361-013-0789-4,MASH Suite
hobbs2014cig,CIG-P: Circular Interaction Graph for Proteomics,"Hobbs, Christopher K and Leung, Michelle and Tsang, Herbert H and Ebhardt, H Alexander",2014,BMC bioinformatics,BioMed Central,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-344,CIG-P
rosen2017js,"JS-MS: a cross-platform, modular javascript viewer for mass spectrometry signals","Rosen, Jebediah and Handy, Kyle and Gillan, Andr{\'e} and Smith, Rob",2017,BMC bioinformatics,BioMed Central,1,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1883-6,JS-MS
cai2016mash,MASH Suite Pro: a comprehensive software tool for top-down proteomics,"Cai, Wenxuan and Guner, Huseyin and Gregorich, Zachery R and Chen, Albert J and Ayaz-Guner, Serife and Peng, Ying and Valeja, Santosh G and Liu, Xiaowen and Ge, Ying",2016,Molecular \& Cellular Proteomics,ASBMB,48,http://www.mcponline.org/content/15/2/703.short,MASH Suite Pro
heusel2019complex,Complex-centric proteome profiling by SEC-SWATH-MS,"Heusel, Moritz and Bludau, Isabell and Rosenberger, George and Hafen, Robin and Frank, Max and Banaei-Esfahani, Amir and van Drogen, Audrey and Collins, Ben C and Gstaiger, Matthias and Aebersold, Ruedi",2019,Molecular systems biology,EMBO Press,0,https://www.biorxiv.org/content/early/2018/05/21/323683.abstract,CCprofiler
gierlinski2018proteus,Proteus: an R package for downstream analysis of MaxQuant output,"Gierlinski, Marek and Gastaldello, Francesco and Barton, Geoffrey J",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/09/14/416511.abstract,Proteus
ramos2011protein,The Protein Information and Property Explorer 2: Gaggle-like exploration of biological proteomic data within one webpage,"Ramos, Hector and Shannon, Paul and Brusniak, Mi-Youn and Kusebauch, Ulrike and Moritz, Robert L and Aebersold, Ruedi",2011,Proteomics,Wiley Online Library,10,https://onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201000459,PIPE
ramos2008protein,"The protein information and property explorer: an easy-to-use, rich-client web application for the management and functional analysis of proteomic data","Ramos, Hector and Shannon, P and Aebersold, Ruedi",2008,Bioinformatics,Oxford University Press,29,https://academic.oup.com/bioinformatics/article-abstract/24/18/2110/191097,PIPE
castillo2011fast,Fast and accurate algorithm for the simulation of NMR spectra of large spin systems,"Castillo, Andr{\'e}s M and Patiny, Luc and Wist, Julien",2011,Journal of Magnetic Resonance,Elsevier,59,https://www.sciencedirect.com/science/article/pii/S1090780710004003,nmrdb.org
banfi2008nmrdb,www. nmrdb. org: Resurrecting and processing NMR spectra on-line,"Banfi, Damiano and Patiny, Luc",2008,Chimia International Journal for Chemistry,Swiss Chemical Society,48,https://www.ingentaconnect.com/content/scs/chimia/2008/00000062/00000004/art00022,nmrdb.org
steinbeck2003nmrshiftdb,NMRShiftDB constructing a free chemical information system with open-source components,"Steinbeck, Christoph and Krause, Stefan and Kuhn, Stefan",2003,Journal of chemical information and computer sciences,ACS Publications,96,https://pubs.acs.org/doi/abs/10.1021/ci0341363,nmrdb.org
aires2002prediction,Prediction of 1H NMR chemical shifts using neural networks,"Aires-de-Sousa, Jo{\~a}o and Hemmer, Markus C and Gasteiger, Johann",2002,Analytical Chemistry,ACS Publications,136,https://pubs.acs.org/doi/abs/10.1021/ac010737m,nmrdb.org
beagley2009vibe,VIBE 2.0: visual integration for bayesian evaluation,"Beagley, Nathaniel and Stratton, Kelly G and Webb-Robertson, Bobbie-Jo M",2009,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/26/2/280/209783,VIBE
webb2009bayesian,A Bayesian integration model of high-throughput proteomics and metabolomics data for improved early detection of microbial infections,"Webb-Robertson, Bobbie-Jo M and McCue, Lee Ann and BEAGLEY, NATHANIAL and McDermott, Jason E and Wunschel, David S and Varnum, Susan M and Hu, Jian Zhi and Isern, Nancy G and Buchko, Garry W and McAteer, Kathleen and others",2009,,World Scientific,20,https://www.worldscientific.com/doi/abs/10.1142/9789812836939_0042,VIBE
klukowski2018nmrnet,NMRNet: a deep learning approach to automated peak picking of protein NMR spectra,"Klukowski, Piotr and Augoff, Micha{\l} and Zi{\k{e}}ba, Maciej and Drwal, Maciej and Gonczarek, Adam and Walczak, Micha{\l} J",2018,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty134/24347250/bty134.pdf?guestAccessKey=a59231e7-e5ea-4f7b-aa75-69c8d8558b00,Dumpling
johnson1994nmr,NMR View: A computer program for the visualization and analysis of NMR data,"Johnson, Bruce A and Blevins, Richard A",1994,Journal of biomolecular NMR,Springer,2850,https://link.springer.com/article/10.1007/BF00404272,NMRView
beisken2015specktackle,SpeckTackle: JavaScript charts for spectroscopy,"Beisken, Stephan and Conesa, Pablo and Haug, Kenneth and Salek, Reza M and Steinbeck, Christoph",2015,Journal of cheminformatics,Nature Publishing Group,9,https://link.springer.com/article/10.1186/s13321-015-0065-7,SpeckTackle
schwieters2001vmd,The VMD-XPLOR visualization package for NMR structure refinement,"Schwieters, Charles D and Clore, G Marius",2001,Journal of Magnetic Resonance,Elsevier,122,https://www.sciencedirect.com/science/article/pii/S1090780701923006,VMD-XPLOR
van2007matnmr,"matNMR: A flexible toolbox for processing, analyzing and visualizing magnetic resonance data in Matlab{\textregistered}","van Beek, Jacco D",2007,Journal of Magnetic Resonance,Elsevier,197,https://www.sciencedirect.com/science/article/pii/S1090780707000961,MatNMR
hendrickx2013vivaldi,Vivaldi: visualization and validation of biomacromolecular NMR structures from the PDB,"Hendrickx, Pieter MS and Gutmanas, Aleksandras and Kleywegt, Gerard J",2013,"Proteins: Structure, Function, and Bioinformatics",Wiley Online Library,10,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.24213,Vivaldi
amir2013visne,viSNE enables visualization of high dimensional single-cell data and reveals phenotypic heterogeneity of leukemia,"Amir, El-ad David and Davis, Kara L and Tadmor, Michelle D and Simonds, Erin F and Levine, Jacob H and Bendall, Sean C and Shenfeld, Daniel K and Krishnaswamy, Smita and Nolan, Garry P and Pe'er, Dana",2013,Nature biotechnology,Nature Publishing Group,489,https://www.nature.com/nbt/journal/v31/n6/abs/nbt.2594.html,tSNE
pyne2009automated,Automated high-dimensional flow cytometric data analysis,"Pyne, Saumyadipta and Hu, Xinli and Wang, Kui and Rossin, Elizabeth and Lin, Tsung-I and Maier, Lisa M and Baecher-Allan, Clare and McLachlan, Geoffrey J and Tamayo, Pablo and Hafler, David A and others",2009,Proceedings of the National Academy of Sciences,National Acad Sciences,316,http://www.pnas.org/content/106/21/8519.short,FLAME
sarkar2008using,Using flowViz to visualize flow cytometry data,"Sarkar, Deepayan and Le Meur, Nolwenn and Gentleman, Robert",2008,Bioinformatics,Oxford University Press,49,https://academic.oup.com/bioinformatics/article-abstract/24/6/878/193518,flowViz
